title,year,rating,actors,duration,url
Kôkaku Kidôtai,1995,8.0,"['Atsuko Tanaka', ' Iemasa Kayumi', ' Akio Ôtsuka', ' Kôichi Yamadera']",83,https://www.imdb.com/title/tt0113568/
Friday,1995,7.3,"['Ice Cube', ' Chris Tucker', ' Nia Long', ' Tom Lister Jr']",91,https://www.imdb.com/title/tt0113118/
Crimson Tide,1995,7.3,"['Gene Hackman', ' Denzel Washington', ' Matt Craven', ' George Dzundza']",116,https://www.imdb.com/title/tt0112740/
Hamlet,1996,7.7,"['Kenneth Branagh', ' Julie Christie', ' Derek Jacobi', ' Kate Winslet']",242,https://www.imdb.com/title/tt0116477/
Lepa sela lepo gore,1996,8.7,"['Dragan Bjelogrlic', ' Nikola Kojo', ' Dragan Maksimovic', ' Zoran Cvijanovic']",115,https://www.imdb.com/title/tt0116860/
Kauas pilvet karkaavat,1996,7.7,"['Kati Outinen', ' Kari Väänänen', ' Elina Salo', ' Sakari Kuosmanen']",97,https://www.imdb.com/title/tt0116752/
The Rock,1996,7.4,"['Sean Connery', ' Nicolas Cage', ' Ed Harris', ' John Spencer']",136,https://www.imdb.com/title/tt0117500/
Primal Fear,1996,7.7,"['Richard Gere', ' Laura Linney', ' Edward Norton', ' John Mahoney']",129,https://www.imdb.com/title/tt0117381/
Tesis,1996,7.4,"['Ana Torrent', ' Fele Martínez', ' Eduardo Noriega', ' Xabier Elorriaga']",125,https://www.imdb.com/title/tt0117883/
Trainspotting,1996,8.1,"['Ewan McGregor', ' Ewen Bremner', ' Jonny Lee Miller', ' Kevin McKidd']",93,https://www.imdb.com/title/tt0117951/
Tian mi mi,1996,8.1,"['Maggie Cheung', ' Leon Lai', ' Eric Tsang', ' Kristy Yeung']",118,https://www.imdb.com/title/tt0117905/
Indian,1996,8.1,"['Kamal Haasan', ' Sukanya', ' Manisha Koirala', ' Urmila Matondkar']",185,https://www.imdb.com/title/tt0116630/
Fargo,1996,8.1,"['William H Macy', ' Frances McDormand', ' Steve Buscemi', ' Peter Stormare']",98,https://www.imdb.com/title/tt0116282/
Shine,1996,7.7,"['Geoffrey Rush', ' Armin MuellerStahl', ' Justin Braine', ' Sonia Todd']",105,https://www.imdb.com/title/tt0117631/
Shall We Dance?,1996,7.7,"['Kôji Yakusho', ' Tamiyo Kusakari', ' Naoto Takenaka', ' Eri Watanabe']",136,https://www.imdb.com/title/tt0117615/
Poove Unakkaga,1996,8.7,"['Anju Aravind', ' Madhan Bob', ' Charlie', ' Jai Ganesh']",150,https://www.imdb.com/title/tt2325915/
Waiting for Guffman,1996,7.5,"['Christopher Guest', ' Fred Willard', ' Catherine OHara', ' Parker Posey']",84,https://www.imdb.com/title/tt0118111/
Sling Blade,1996,8.0,"['Billy Bob Thornton', ' Dwight Yoakam', ' JT Walsh', ' John Ritter']",135,https://www.imdb.com/title/tt0117666/
Secrets and Lies,1996,8.0,"['Timothy Spall', ' Brenda Blethyn', ' Phyllis Logan', ' Claire Rushbrook']",136,https://www.imdb.com/title/tt0117589/
A Time to Kill,1996,7.5,"['Matthew McConaughey', ' Sandra Bullock', ' Samuel L Jackson', ' Kevin Spacey']",149,https://www.imdb.com/title/tt0117913/
Le huitième jour,1996,7.5,"['Daniel Auteuil', ' Pascal Duquenne', ' MiouMiou', ' Henri Garcin']",118,https://www.imdb.com/title/tt0116581/
The People vs. Larry Flynt,1996,7.3,"['Woody Harrelson', ' Courtney Love', ' Edward Norton', ' Brett Harrelson']",130,https://www.imdb.com/title/tt0117318/
Scream,1996,7.3,"['Neve Campbell', ' Courteney Cox', ' David Arquette', ' Skeet Ulrich']",111,https://www.imdb.com/title/tt0117571/
Mystery Science Theater 3000: The Movie,1996,7.3,"['Trace Beaulieu', ' Michael J Nelson', ' Jim Mallon', ' Kevin Murphy']",73,https://www.imdb.com/title/tt0117128/
La promesse,1996,7.8,"['Jérémie Renier', ' Olivier Gourmet', ' Assita Ouedraogo', ' JeanMichel Balthazar']",90,https://www.imdb.com/title/tt0117398/
Big Night,1996,7.3,"['Tony Shalhoub', ' Stanley Tucci', ' Marc Anthony', ' Larry Block']",109,https://www.imdb.com/title/tt0115678/
L'appartement,1996,7.4,"['Romane Bohringer', ' Vincent Cassel', ' JeanPhilippe Écoffey', ' Monica Bellucci']",116,https://www.imdb.com/title/tt0115561/
Bound,1996,7.3,"['Jennifer Tilly', ' Gina Gershon', ' Joe Pantoliano', ' John P Ryan']",109,https://www.imdb.com/title/tt0115736/
The English Patient,1996,7.4,"['Ralph Fiennes', ' Juliette Binoche', ' Willem Dafoe', ' Kristin Scott Thomas']",162,https://www.imdb.com/title/tt0116209/
Sik san,1996,7.3,"['Stephen Chow', ' Karen Mok', ' Vincent Kok', ' ManTat Ng']",88,https://www.imdb.com/title/tt0116426/
Jerry Maguire,1996,7.3,"['Tom Cruise', ' Cuba Gooding Jr', ' Renée Zellweger', ' Kelly Preston']",139,https://www.imdb.com/title/tt0116695/
Ridicule,1996,7.4,"['Charles Berling', ' Jean Rochefort', ' Fanny Ardant', ' Judith Godrèche']",102,https://www.imdb.com/title/tt0117477/
Sleepers,1996,7.6,"['Robert De Niro', ' Kevin Bacon', ' Brad Pitt', ' Jason Patric']",147,https://www.imdb.com/title/tt0117665/
Star Trek: First Contact,1996,7.6,"['Patrick Stewart', ' Jonathan Frakes', ' Brent Spiner', ' LeVar Burton']",111,https://www.imdb.com/title/tt0117731/
Conte d'été,1996,7.6,"['Melvil Poupaud', ' Amanda Langlet', ' Gwenaëlle Simon', ' Aurelia Nolin']",113,https://www.imdb.com/title/tt0115940/
Beautiful Thing,1996,7.6,"['Glen Berry', ' Linda Henry', ' Scott Neal', ' Tameka Empson']",90,https://www.imdb.com/title/tt0115640/
Kolja,1996,7.8,"['Zdenek Sverák', ' Andrey Khalimon', ' Libuse Safránková', ' Ondrej Vetchý']",105,https://www.imdb.com/title/tt0116790/
Lone Star,1996,7.4,"['Chris Cooper', ' Elizabeth Peña', ' Stephen Mendillo', ' Stephen J Lang']",135,https://www.imdb.com/title/tt0116905/
Breaking the Waves,1996,7.8,"['Emily Watson', ' Stellan Skarsgård', ' Katrin Cartlidge', ' JeanMarc Barr']",159,https://www.imdb.com/title/tt0115751/
Pusher,1996,7.4,"['Kim Bodnia', ' Zlatko Buric', ' Laura Drasbæk', ' Slavko Labovic']",110,https://www.imdb.com/title/tt0117407/
Tabutta Rövasata,1996,7.7,"['Ahmet Ugurlu', ' Tuncel Kurtiz', ' Aysen Aydemir', ' Serif Erol']",75,https://www.imdb.com/title/tt0127311/
Eskiya,1996,8.2,"['Sener Sen', ' Ugur Yücel', ' Sermin Hürmeriç', ' Yesim Salkim']",128,https://www.imdb.com/title/tt0116231/
Kizzu ritân,1996,7.5,"['Ken Kaneko', ' Masanobu Andô', ' Leo Morimoto', ' Hatsuo Yamaya']",107,https://www.imdb.com/title/tt0116767/
The Devil's Advocate,1997,7.5,"['Keanu Reeves', ' Al Pacino', ' Charlize Theron', ' Jeffrey Jones']",144,https://www.imdb.com/title/tt0118971/
Contact,1997,7.5,"['Jodie Foster', ' Matthew McConaughey', ' Tom Skerritt', ' John Hurt']",150,https://www.imdb.com/title/tt0118884/
Jackie Brown,1997,7.5,"['Pam Grier', ' Samuel L Jackson', ' Robert Forster', ' Bridget Fonda']",154,https://www.imdb.com/title/tt0119396/
Lawn Dogs,1997,7.5,"['Sam Rockwell', ' Kathleen Quinlan', ' Mischa Barton', ' Christopher McDonald']",101,https://www.imdb.com/title/tt0119506/
Iruvar,1997,8.5,"['Mohanlal', ' Prakash Raj', ' Aishwarya Rai Bachchan', ' Gautami']",140,https://www.imdb.com/title/tt0119385/
Insomnia,1997,7.3,"['Stellan Skarsgård', ' Sverre Anker Ousdal', ' Maria Mathiesen', ' Gisken Armand']",96,https://www.imdb.com/title/tt0119375/
Border,1997,7.9,"['Sunny Deol', ' Suniel Shetty', ' Akshaye Khanna', ' Jackie Shroff']",176,https://www.imdb.com/title/tt0118751/
Boogie Nights,1997,7.9,"['Mark Wahlberg', ' Julianne Moore', ' Burt Reynolds', ' Luis Guzmán']",155,https://www.imdb.com/title/tt0118749/
L.A. Confidential,1997,8.2,"['Kevin Spacey', ' Russell Crowe', ' Guy Pearce', ' Kim Basinger']",138,https://www.imdb.com/title/tt0119488/
Masumiyet,1997,8.2,"['Güven Kiraç', ' Haluk Bilginer', ' Derya Alabora', ' Yalcin Cakmak']",110,https://www.imdb.com/title/tt0128332/
Amistad,1997,7.3,"['Djimon Hounsou', ' Matthew McConaughey', ' Anthony Hopkins', ' Morgan Freeman']",155,https://www.imdb.com/title/tt0118607/
Bacheha-Ye aseman,1997,8.3,"['Mohammad Amir Naji', ' Amir Farrokh Hashemian', ' Bahare Seddiqi', ' Nafise JafarMohammadi']",89,https://www.imdb.com/title/tt0118849/
Good Will Hunting,1997,8.3,"['Robin Williams', ' Matt Damon', ' Ben Affleck', ' Stellan Skarsgård']",126,https://www.imdb.com/title/tt0119217/
Eve's Bayou,1997,7.3,"['Samuel L Jackson', ' Jurnee Smollett', ' Meagan Good', ' Lynn Whitfield']",109,https://www.imdb.com/title/tt0119080/
Mononoke-hime,1997,8.4,"['Yôji Matsuda', ' Yuriko Ishida', ' Yûko Tanaka', ' Billy Crudup']",134,https://www.imdb.com/title/tt0119698/
Cure,1997,7.4,"['Masato Hagiwara', ' Kôji Yakusho', ' Tsuyoshi Ujiki', ' Anna Nakagawa']",111,https://www.imdb.com/title/tt0123948/
Grosse Pointe Blank,1997,7.3,"['John Cusack', ' Minnie Driver', ' Dan Aykroyd', ' Joan Cusack']",107,https://www.imdb.com/title/tt0119229/
Titanic,1997,7.8,"['Leonardo DiCaprio', ' Kate Winslet', ' Billy Zane', ' Kathy Bates']",194,https://www.imdb.com/title/tt0120338/
Deconstructing Harry,1997,7.4,"['Woody Allen', ' Judy Davis', ' Julia LouisDreyfus', ' Stephanie Roth Haberle']",96,https://www.imdb.com/title/tt0118954/
The Ice Storm,1997,7.4,"['Kevin Kline', ' Joan Allen', ' Sigourney Weaver', ' Henry Czerny']",112,https://www.imdb.com/title/tt0119349/
Hercules,1997,7.3,"['Tate Donovan', ' Susan Egan', ' James Woods', ' Josh Keaton']",93,https://www.imdb.com/title/tt0119282/
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.1,"['Megumi Ogata', ' Megumi Hayashibara', ' Yûko Miyamura', ' Kotono Mitsuishi']",87,https://www.imdb.com/title/tt0169858/
Carne trémula,1997,7.4,"['Liberto Rabal', ' Francesca Neri', ' Javier Bardem', ' Ángela Molina']",103,https://www.imdb.com/title/tt0118819/
Brat,1997,7.9,"['Sergey Bodrov', ' Viktor Sukhorukov', ' Svetlana Pismichenko', ' Mariya Zhukova']",96,https://www.imdb.com/title/tt0118767/
Hana-bi,1997,7.8,"['Takeshi Kitano', ' Kayoko Kishimoto', ' Ren Ôsugi', ' Susumu Terajima']",103,https://www.imdb.com/title/tt0119250/
Donnie Brasco,1997,7.7,"['Al Pacino', ' Johnny Depp', ' Michael Madsen', ' Bruno Kirby']",127,https://www.imdb.com/title/tt0119008/
Ta'm e guilass,1997,7.8,"['Homayoun Ershadi', ' Abdolrahman Bagheri', ' Afshin Khorshid Bakhtiari', ' Safar Ali Moradi']",95,https://www.imdb.com/title/tt0120265/
The Game,1997,7.7,"['Michael Douglas', ' Deborah Kara Unger', ' Sean Penn', ' James Rebhorn']",129,https://www.imdb.com/title/tt0119174/
Karakter,1997,7.7,"['Pavlik Jansen op de Haar', ' Jan Decleir', ' Fedja van Huêt', ' Betty Schuurman']",122,https://www.imdb.com/title/tt0119448/
As Good as It Gets,1997,7.7,"['Jack Nicholson', ' Helen Hunt', ' Greg Kinnear', ' Cuba Gooding Jr']",139,https://www.imdb.com/title/tt0119822/
Gadjo dilo,1997,7.7,"['Romain Duris', ' Rona Hartner', ' Izidor Serban', ' Ovidiu Balan']",102,https://www.imdb.com/title/tt0122082/
Chun gwong cha sit,1997,7.7,"['Leslie Cheung', ' Tony ChiuWai Leung', ' Chang Chen', ' Gregory Dayton']",96,https://www.imdb.com/title/tt0118845/
Vor,1997,7.7,"['Vladimir Mashkov', ' Yekaterina Rednikova', ' Mikhail Filipchuk', ' Dima Chigaryov']",96,https://www.imdb.com/title/tt0124207/
Agir Roman,1997,7.7,"['Okan Bayülgen', ' Müjde Ar', ' Savas Dinçel', ' Mustafa Ugurlu']",120,https://www.imdb.com/title/tt0149601/
Lost Highway,1997,7.6,"['Bill Pullman', ' Patricia Arquette', ' John Roselius', ' Louis Eppolito']",134,https://www.imdb.com/title/tt0116922/
Het leven is mooi,1997,8.6,"['Roberto Benigni', ' Nicoletta Braschi', ' Giorgio Cantarini', ' Giustino Durano']",116,https://www.imdb.com/title/tt0118799/
Funny Games,1997,7.6,"['Susanne Lothar', ' Ulrich Mühe', ' Arno Frisch', ' Frank Giering']",108,https://www.imdb.com/title/tt0119167/
Ma vie en rose,1997,7.6,"['Georges Du Fresne', ' Michèle Laroque', ' JeanPhilippe Écoffey', ' Hélène Vincent']",88,https://www.imdb.com/title/tt0119590/
Nil by Mouth,1997,7.3,"['Ray Winstone', ' Kathy Burke', ' Charlie CreedMiles', ' Laila Morse']",128,https://www.imdb.com/title/tt0119792/
Abre los ojos,1997,7.7,"['Eduardo Noriega', ' Penélope Cruz', ' Chete Lera', ' Fele Martínez']",119,https://www.imdb.com/title/tt0125659/
Pâfekuto burû,1997,8.0,"['Junko Iwao', ' Rica Matsumoto', ' Shinpachi Tsuji', ' Masaaki Ôkura']",81,https://www.imdb.com/title/tt0156887/
The Fifth Element,1997,7.7,"['Bruce Willis', ' Milla Jovovich', ' Gary Oldman', ' Ian Holm']",126,https://www.imdb.com/title/tt0119116/
Chachi 420,1997,7.4,"['Kamal Haasan', ' Amrish Puri', ' Om Puri', ' Tabu']",155,https://www.imdb.com/title/tt0233422/
Kiler,1997,7.6,"['Cezary Pazura', ' Malgorzata Kozuchowska', ' Jerzy Stuhr', ' Janusz Rewinski']",104,https://www.imdb.com/title/tt0127626/
Knockin' on Heaven's Door,1997,7.9,"['Til Schweiger', ' Jan Josef Liefers', ' Thierry van Werveke', ' Moritz Bleibtreu']",87,https://www.imdb.com/title/tt0119472/
Men in Black,1997,7.3,"['Tommy Lee Jones', ' Will Smith', ' Linda Fiorentino', ' Vincent DOnofrio']",98,https://www.imdb.com/title/tt0119654/
Three Men and a Leg,1997,7.6,"['Aldo Baglio', ' Giovanni Storti', ' Giacomo Poretti', ' Marina Massironi']",100,https://www.imdb.com/title/tt0135007/
Unagi,1997,7.4,"['Kôji Yakusho', ' Misa Shimizu', ' Mitsuko Baishô', ' Akira Emoto']",117,https://www.imdb.com/title/tt0120408/
Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997,7.4,"['Megumi Ogata', ' Megumi Hayashibara', ' Yûko Miyamura', ' Kotono Mitsuishi']",101,https://www.imdb.com/title/tt0169880/
The Sweet Hereafter,1997,7.5,"['Ian Holm', ' Sarah Polley', ' Caerthan Banks', ' Tom McCamus']",112,https://www.imdb.com/title/tt0120255/
The Castle,1997,7.7,"['Michael Caton', ' Anne Tenney', ' Stephen Curry', ' Anthony Simcoe']",85,https://www.imdb.com/title/tt0118826/
Gattaca,1997,7.8,"['Ethan Hawke', ' Uma Thurman', ' Jude Law', ' Gore Vidal']",106,https://www.imdb.com/title/tt0119177/
Mulan,1998,7.6,"['MingNa Wen', ' Eddie Murphy', ' BD Wong', ' Miguel Ferrer']",88,https://www.imdb.com/title/tt0120762/
Fear and Loathing in Las Vegas,1998,7.6,"['Johnny Depp', ' Benicio Del Toro', ' Tobey Maguire', ' Michael Lee Gogin']",118,https://www.imdb.com/title/tt0120669/
The Red Violin,1998,7.6,"['Carlo Cecchi', ' JeanLuc Bideau', ' Christoph Koncz', ' Jason Flemyng']",130,https://www.imdb.com/title/tt0120802/
Dark City,1998,7.6,"['Rufus Sewell', ' Kiefer Sutherland', ' Jennifer Connelly', ' William Hurt']",100,https://www.imdb.com/title/tt0118929/
Dil Se..,1998,7.6,"['Shah Rukh Khan', ' Manisha Koirala', ' Preity Zinta', ' Raghuvir Yadav']",144,https://www.imdb.com/title/tt0164538/
Wandafuru raifu,1998,7.6,"['Arata Iura', ' Erika Oda', ' Susumu Terajima', ' Takashi Naitô']",119,https://www.imdb.com/title/tt0165078/
Los amantes del Círculo Polar,1998,7.7,"['Najwa Nimri', ' Fele Martínez', ' Nancho Novo', ' Maru Valdivielso']",112,https://www.imdb.com/title/tt0133363/
Kuch Kuch Hota Hai,1998,7.6,"['Shah Rukh Khan', ' Kajol', ' Rani Mukerji', ' Sana Saeed']",177,https://www.imdb.com/title/tt0172684/
Rushmore,1998,7.7,"['Jason Schwartzman', ' Bill Murray', ' Olivia Williams', ' Seymour Cassel']",93,https://www.imdb.com/title/tt0128445/
Hilary and Jackie,1998,7.3,"['Emily Watson', ' Rachel Griffiths', ' James Frain', ' David Morrissey']",121,https://www.imdb.com/title/tt0150915/
Earth,1998,7.7,"['Aamir Khan', ' Nandita Das', ' Rahul Khanna', ' Maia Sethna']",110,https://www.imdb.com/title/tt0150433/
Train de vie,1998,7.7,"['Lionel Abelanski', ' Rufus', ' Clément Harari', ' Michel Muller']",103,https://www.imdb.com/title/tt0170705/
Les Misérables,1998,7.4,"['Liam Neeson', ' Geoffrey Rush', ' Uma Thurman', ' Christopher Adamson']",134,https://www.imdb.com/title/tt0119683/
Gods and Monsters,1998,7.4,"['Ian McKellen', ' Brendan Fraser', ' Lynn Redgrave', ' Lolita Davidovich']",105,https://www.imdb.com/title/tt0120684/
Ghulam,1998,7.3,"['Aamir Khan', ' Rani Mukerji', ' Rajit Kapoor', ' Mita Vashisht']",162,https://www.imdb.com/title/tt0190419/
Gunda,1998,7.3,"['Mithun Chakraborty', ' Mukesh Rishi', ' Mohan Joshi', ' Shakti Kapoor']",129,https://www.imdb.com/title/tt0497915/
The Thin Red Line,1998,7.6,"['Jim Caviezel', ' Sean Penn', ' Nick Nolte', ' Kirk Acevedo']",170,https://www.imdb.com/title/tt0120863/
Le dîner de cons,1998,7.7,"['Thierry Lhermitte', ' Jacques Villeret', ' Francis Huster', ' Daniel Prévost']",80,https://www.imdb.com/title/tt0119038/
Lola rennt,1998,7.7,"['Franka Potente', ' Moritz Bleibtreu', ' Herbert Knaup', ' Nina Petri']",81,https://www.imdb.com/title/tt0130827/
Lajanje na zvezde,1998,8.7,"['Dragan Micanovic', ' Natasa Tapuskovic', ' Nikola Simic', ' Velimir Bata Zivojinovic']",95,https://www.imdb.com/title/tt0187231/
Saving Private Ryan,1998,8.6,"['Tom Hanks', ' Matt Damon', ' Tom Sizemore', ' Edward Burns']",169,https://www.imdb.com/title/tt0120815/
Mia aioniotita kai mia mera,1998,7.9,"['Bruno Ganz', ' Isabelle Renauld', ' Fabrizio Bentivoglio', ' Ahilleas Skevis']",137,https://www.imdb.com/title/tt0156794/
"Crna macka, beli macor",1998,8.1,"['Bajram Severdzan', ' Srdjan Zika Todorovic', ' Branka Katic', ' Florijan Ajdini']",127,https://www.imdb.com/title/tt0118843/
The Big Lebowski,1998,8.1,"['Jeff Bridges', ' John Goodman', ' Julianne Moore', ' Steve Buscemi']",117,https://www.imdb.com/title/tt0118715/
Rounders,1998,7.3,"['Matt Damon', ' Edward Norton', ' Gretchen Mol', ' John Malkovich']",121,https://www.imdb.com/title/tt0128442/
Cats,1998,7.4,"['Elaine Paige', ' John Mills', ' Ken Page', ' Rosemarie Ford']",120,https://www.imdb.com/title/tt0173714/
Waking Ned,1998,7.4,"['Ian Bannen', ' David Kelly', ' Fionnula Flanagan', ' Susan Lynch']",91,https://www.imdb.com/title/tt0166396/
A Simple Plan,1998,7.5,"['Bill Paxton', ' Billy Bob Thornton', ' Bridget Fonda', ' Brent Briscoe']",121,https://www.imdb.com/title/tt0120324/
La vie rêvée des anges,1998,7.5,"['Élodie Bouchez', ' Natacha Régnier', ' Grégoire Colin', ' Patrick Mercado']",113,https://www.imdb.com/title/tt0120449/
Happiness,1998,7.7,"['Jane Adams', ' Jon Lovitz', ' Philip Seymour Hoffman', ' Dylan Baker']",134,https://www.imdb.com/title/tt0147612/
Pleasantville,1998,7.5,"['Tobey Maguire', ' Jeff Daniels', ' Joan Allen', ' William H Macy']",124,https://www.imdb.com/title/tt0120789/
Conte d'automne,1998,7.5,"['Marie Rivière', ' Béatrice Romand', ' Alain Libolt', ' Didier Sandre']",112,https://www.imdb.com/title/tt0137439/
Central do Brasil,1998,8.0,"['Fernanda Montenegro', ' Vinícius de Oliveira', ' Marília Pêra', ' Soia Lira']",108,https://www.imdb.com/title/tt0140888/
The General,1998,7.3,"['Brendan Gleeson', ' Adrian Dunbar', ' Sean McGinley', ' Maria Doyle Kennedy']",124,https://www.imdb.com/title/tt0120706/
The Negotiator,1998,7.3,"['Samuel L Jackson', ' Kevin Spacey', ' David Morse', ' Ron Rifkin']",140,https://www.imdb.com/title/tt0120768/
Fucking Åmål,1998,7.5,"['Alexandra Dahlström', ' Rebecka Liljeberg', ' Erica Carlson', ' Mathias Rust']",89,https://www.imdb.com/title/tt0150662/
Rane,1998,8.0,"['Dusan Pekic', ' Milan Maric', ' Dragan Bjelogrlic', ' Branka Katic']",103,https://www.imdb.com/title/tt0165546/
My Name Is Joe,1998,7.5,"['Peter Mullan', ' Louise Goodall', ' Gary Lewis', ' Lorraine McIntosh']",105,https://www.imdb.com/title/tt0151691/
Following,1998,7.5,"['Jeremy Theobald', ' Alex Haw', ' Lucy Russell', ' John Nolan']",69,https://www.imdb.com/title/tt0154506/
Get Real,1998,7.5,"['Ben Silverstone', ' Brad Gorton', ' Charlotte Brittain', ' Stacy Hart']",108,https://www.imdb.com/title/tt0162973/
Ronin,1998,7.3,"['Robert De Niro', ' Jean Reno', ' Natascha McElhone', ' Stellan Skarsgård']",122,https://www.imdb.com/title/tt0122690/
Gemide,1998,8.0,"['Erkan Can', ' Haldun Boysan', ' Yildiray Sahinler', ' Naci Tasdögen']",102,https://www.imdb.com/title/tt0200654/
23,1998,7.3,"['August Diehl', ' Fabian Busch', ' Dieter Landuris', ' JanGregor Kremp']",99,https://www.imdb.com/title/tt0126765/
Enemy of the State,1998,7.3,"['Will Smith', ' Gene Hackman', ' Jon Voight', ' Lisa Bonet']",132,https://www.imdb.com/title/tt0120660/
La leggenda del pianista sull'oceano,1998,8.1,"['Tim Roth', ' Pruitt Taylor Vince', ' Mélanie Thierry', ' Bill Nunn']",169,https://www.imdb.com/title/tt0120731/
The Truman Show,1998,8.1,"['Jim Carrey', ' Ed Harris', ' Laura Linney', ' Noah Emmerich']",103,https://www.imdb.com/title/tt0120382/
Buffalo '66,1998,7.5,"['Vincent Gallo', ' Christina Ricci', ' Ben Gazzara', ' Mickey Rourke']",110,https://www.imdb.com/title/tt0118789/
Ajans-E Shisheh-I,1998,7.9,"['Parviz Parastui', ' Reza Kianian', ' Habib Rezaei', ' Qasem Zare']",114,https://www.imdb.com/title/tt0177511/
"Lock, Stock and Two Smoking Barrels",1998,8.2,"['Jason Flemyng', ' Dexter Fletcher', ' Nick Moran', ' Jason Statham']",107,https://www.imdb.com/title/tt0120735/
Satya,1998,8.2,"['JD Chakravarthi', ' Manoj Bajpayee', ' Urmila Matondkar', ' Paresh Rawal']",170,https://www.imdb.com/title/tt0195231/
Sibirskiy tsiryulnik,1998,7.8,"['Julia Ormond', ' Oleg Menshikov', ' Aleksey Petrenko', ' Richard Harris']",180,https://www.imdb.com/title/tt0120125/
Her Sey Çok Güzel Olacak,1998,8.1,"['Cem Yilmaz', ' Mazhar Alanson', ' Ceyda Düvenci', ' Selim Nasit']",107,https://www.imdb.com/title/tt0263438/
Elizabeth,1998,7.4,"['Cate Blanchett', ' Liz Giles', ' Rod Culbertson', ' Paul Fox']",124,https://www.imdb.com/title/tt0127536/
SLC Punk!,1998,7.4,"['Matthew Lillard', ' Michael A Goorjian', ' Annabeth Gish', ' Jennifer Lien']",97,https://www.imdb.com/title/tt0133189/
